message,actual_sentiment,predicted_sentiment,sentiment_confidence,actual_sarcasm
I touched a meteorite exhibit.,Positive,Neutral,0.9171,False
Meteorite ko touch karke space wali feeling aa gayi 😂,Positive,Negative,0.8075,True
There was a robotics display.,Positive,Neutral,0.9955,False
The robot could recognize faces.,Positive,Neutral,0.9557,False
I saw a 3D printer working.,Positive,Neutral,0.9931,False
I learned how solar panels work.,Positive,Neutral,0.9613,False
Wind turbines looked huge in person.,Positive,Neutral,0.7073,False
Turbine dekh ke laga hawa bhi serious business hai 😂,Positive,Negative,0.9686,True
Dam dekh ke engineering ka scale samajh aaya.,Positive,Neutral,0.9223,False
Earthquake ka science interesting hai but experience bilkul nahi chahiye 😂,Negative,Neutral,0.8062,True
Volcano ko screen pe hi dekhna safest lagta hai 😂🌋,Positive,Negative,0.9471,True
I learned how glaciers move.,Positive,Neutral,0.8242,False
Glacier itna slow hai phir bhi powerful 😭🧊,Positive,Negative,0.9187,False
Samundar ke andar itna kuch hai aur hum surface pe busy hain 😂🌊,Positive,Negative,0.5925,True
Deep sea creatures look unreal.,Neutral,Negative,0.9738,False
I saw a documentary on coral reefs.,Positive,Neutral,0.9934,False
I watched a recycling experiment.,Positive,Neutral,0.9444,False
Food waste ko bhi second chance mil raha hai 😂🌱,Positive,Negative,0.9387,True
I started separating dry waste.,Positive,Neutral,0.9957,False
Aaj ek astronomy club ka poster dekha.,Positive,Neutral,0.989,False
I found a birdwatching group online.,Positive,Neutral,0.9436,False
Someone identified a bird just by its call.,Positive,Neutral,0.9485,False
Bird sound se species identify karna next level hai.,Positive,Neutral,0.9558,False
I bought a small pair of binoculars.,Positive,Neutral,0.9639,False
"Binoculars se neighbour nahi, birds dekhne hain 😂",Positive,Neutral,0.7048,True
I saw a documentary about bees.,Positive,Neutral,0.9961,False
I learned that ants have complex colonies.,Positive,Neutral,0.9928,False
Tiny insects ne architecture bhi start kar diya 😂,Positive,Negative,0.9841,True
I saw a documentary about whales.,Positive,Neutral,0.9957,False
Dolphins are surprisingly intelligent.,Positive,Neutral,0.69,False
Dolphins ka brain dekh ke humans thoda insecure ho sakte hain 😂,Positive,Negative,0.9794,True
I watched a video about octopuses.,Positive,Neutral,0.9047,False
"Octopus ke paas literally extra arms hain, unfair advantage 😂🐙",Positive,Negative,0.9524,True
Sea turtles travel huge distances.,Positive,Neutral,0.8791,False
I learned about migratory birds.,Positive,Neutral,0.9815,False
Birds ko bhi long-distance travel ka experience hai 😂,Positive,Neutral,0.5909,True
Bird ko voice note bhejna sikhana baaki hai 😂🐦,Positive,Negative,0.9052,True
I saw a fox in a wildlife documentary.,Positive,Neutral,0.9907,False
Elephants have strong social bonds.,Positive,Neutral,0.8625,False
Elephant family dynamics bhi complicated hoti hongi 😂🐘,Neutral,Negative,0.9481,True
I learned that crows can recognize faces.,Positive,Neutral,0.9946,False
Crow mujhe pehchan le toh main polite rahungi 😂,Positive,Negative,0.9019,True
I saw a documentary on orangutans.,Positive,Neutral,0.997,False
Orangutan ka expression bilkul human jaisa tha 😭,Positive,Negative,0.8489,False
Koalas sleep for many hours.,Neutral,Positive,0.911,False
Sloths move incredibly slowly.,Neutral,Negative,0.53,False
Sloth ne meri walking speed ko ambitious bana diya 😂,Positive,Negative,0.9021,True
Penguins actually recognize each other by voices.,Positive,Neutral,0.9933,False
Penguin attendance bhi voice-based hai apparently 😂🐧,Positive,Neutral,0.9445,True
I watched a documentary about coral spawning.,Positive,Neutral,0.9576,False
Aaj ek thrift store explore kiya.,Positive,Neutral,0.9792,False
"Thrift store mein ek jacket mili, destiny bol rahi thi le lo 😂🧥",Positive,Negative,0.9776,True
Old chair ko polish karke new life mil gayi.,Positive,Neutral,0.8922,False
Lamp old hai but attitude expensive wala 😂💡,Positive,Negative,0.9429,True
Clock chal rahi thi but time samajhna alag challenge 😂,Neutral,Positive,0.6547,True
I saw an old typewriter.,Positive,Neutral,0.9933,False
Typewriter pe typo ka koi undo button nahi 😂,Negative,Neutral,0.7844,True
I found an old vinyl record.,Positive,Neutral,0.9371,False
I saw a cassette collection.,Positive,Neutral,0.9508,False
Someone still collects stamps.,Positive,Neutral,0.8074,False
I found an old coin.,Positive,Neutral,0.6336,False
Coin itna old hai ki history bhi confused hogi 😂🪙,Positive,Negative,0.9916,True
Har coin ke peeche story hoti hai apparently.,Positive,Neutral,0.9957,False
I saw a miniature train collection.,Positive,Neutral,0.9228,False
Collection dekh ke bas “ek aur chahiye” wali feeling aa gayi 😂,Positive,Negative,0.9321,True
Someone collects fridge magnets from cities.,Positive,Neutral,0.9934,False
Fridge ab geography textbook ban gaya 😂🧲,Positive,Negative,0.9868,True
I want to collect postcards too.,Positive,Neutral,0.8256,False
Postcard collection mein wallet ka role important hoga 😂,Negative,Neutral,0.6419,True
I saw a wall full of concert tickets.,Positive,Neutral,0.7305,False
Ticket dekh ke yaad hi nahi raha movie kab dekhi thi 😂,Neutral,Negative,0.9842,True
I found a map with handwritten notes.,Positive,Neutral,0.9867,False
Menu ke prices dekh ke inflation personally feel hua 😂,Negative,Neutral,0.8179,True
I saw a vintage bicycle.,Positive,Neutral,0.968,False
"New camera mein features zyada, old camera mein personality 😂",Positive,Neutral,0.686,True
Aaj ek language exchange event dekha.,Positive,Neutral,0.9911,False
French pronunciation is difficult.,Negative,Neutral,0.8356,False
Hiragana dekh ke notebook khud serious lagne lagi 😂,Positive,Negative,0.969,True
Arabic letters art jaise lagte hain.,Positive,Neutral,0.7647,False
Italian phrase bolke accent pe unnecessary confidence aa gaya 😂,Positive,Negative,0.9776,True
German words can get really long.,Neutral,Negative,0.4439,False
I tried learning sign language basics.,Positive,Neutral,0.996,False
I learned the alphabet in sign language.,Positive,Neutral,0.9879,False
Language exchange groups seem useful.,Positive,Neutral,0.8631,False
I heard someone speaking five languages.,Positive,Neutral,0.9872,False
I want to learn Portuguese.,Positive,Neutral,0.955,False
I started learning basic Arabic numbers.,Positive,Neutral,0.9869,False
"Numbers easy the, pronunciation ne dhoka diya 😂",Negative,Positive,0.8075,True
I learned how different countries greet people.,Positive,Neutral,0.9493,False
Greeting styles bhi culture ke hisaab se kitne different hain.,Positive,Neutral,0.9914,False
Some cultures bow instead of shaking hands.,Positive,Neutral,0.9724,False
I learned about tea ceremonies in Japan.,Positive,Neutral,0.9866,False
Korean bowing etiquette is interesting.,Positive,Neutral,0.8616,False
Etiquette yaad rakhne ke liye manual chahiye mujhe 😂,Negative,Positive,0.702,True
I watched a video about Māori culture.,Positive,Neutral,0.9369,False
I read about Scandinavian traditions.,Positive,Neutral,0.8138,False
I learned about Mexican Day of the Dead traditions.,Positive,Neutral,0.9401,False
I saw traditional Ethiopian clothing.,Positive,Neutral,0.9636,False
I watched a documentary on Mongolian nomads.,Positive,Neutral,0.8959,False
Nomadic lifestyle ka freedom part tempting lagta hai 😂,Positive,Negative,0.9955,True
I read about Japanese train etiquette.,Positive,Neutral,0.9937,False
I learned about Swedish fika culture.,Positive,Neutral,0.9506,False
I read about Turkish coffee fortune traditions.,Positive,Neutral,0.9895,False
I learned about Finnish sauna culture.,Positive,Neutral,0.9624,False
I watched a documentary on traditional Mexican music.,Positive,Neutral,0.7262,False
I heard traditional Irish music.,Positive,Neutral,0.5028,False
Scottish bagpipes are impossible to ignore.,Neutral,Positive,0.8473,False
Bagpipes sunke neighbours bhi culture learn kar lenge 😂,Negative,Positive,0.7855,True
I watched a Brazilian carnival video.,Positive,Neutral,0.991,False
Carnival ka energy level dekh ke main tired ho gayi 😂🎉,Negative,Positive,0.7548,True
I saw a Korean traditional fan dance.,Positive,Neutral,0.9705,False
I watched a Chinese lion dance.,Positive,Neutral,0.7695,False
Lion dance mein drums ne pura atmosphere change kar diya 🥁,Positive,Negative,0.989,False
I saw a traditional Indian puppet show abroad.,Positive,Neutral,0.8892,False
I read about Polynesian navigation.,Positive,Neutral,0.9625,False
I watched a documentary on Silk Road history.,Positive,Neutral,0.9815,False
Purane traders bhi networking mein expert the 😂,Positive,Negative,0.4605,True
I watched a documentary about ancient navigation.,Positive,Neutral,0.5038,False
I read about old postal systems.,Positive,Neutral,0.989,False
"Letters travel karne mein weeks lagte the, imagine 😂✉️",Negative,Positive,0.6077,True
I saw an old world map today.,Positive,Neutral,0.9845,False
Aaj ek unusual cloud formation dekhi.,Positive,Neutral,0.9696,False
Hawa bhi aaj apna opinion change kar rahi thi 😂,Neutral,Negative,0.995,True
I heard a distant train horn at night.,Positive,Neutral,0.5064,False
Train horn ne raat ko full cinematic bana diya 🚆,Positive,Negative,0.9808,True
The street was unusually quiet.,Positive,Neutral,0.5927,False
Itni shanti thi ki apne thoughts loud lagne lage 😂,Negative,Positive,0.5124,True
A tiny cat was sleeping near the gate.,Positive,Neutral,0.971,False
"Cat ne mujhe dekha bhi nahi, celebrity behavior 😂🐈",Positive,Negative,0.9765,True
Someone left flowers near the bench.,Positive,Neutral,0.957,False
Feather dekh ke bas nature documentary yaad aa gayi 😂,Positive,Negative,0.9922,True
The park had a small pond.,Positive,Neutral,0.9739,False
Pond ke paas ducks full relaxed mode mein the 🦆,Positive,Neutral,0.9687,False
One duck followed another everywhere.,Positive,Neutral,0.989,False
Ducks ki bhi group politics hoti hogi 😂🦆,Positive,Negative,0.839,True
I saw tiny fish near the bridge.,Positive,Neutral,0.8442,False
Fountain ne bhi weekend off le liya apparently 😂,Neutral,Negative,0.9425,True
A streetlight was flickering.,Negative,Neutral,0.6306,False
The moon reflected perfectly in the water.,Positive,Neutral,0.6786,False
Water mein moon ka reflection unreal lag raha tha 🌕,Positive,Negative,0.9561,False
I saw a tiny rainbow in the fountain mist.,Positive,Neutral,0.8325,False
Someone was flying a kite nearby.,Positive,Neutral,0.9845,False
Kite itni high thi ki string invisible ho gayi 🪁,Positive,Negative,0.9701,False
Kite udaate udaate main hi run karne lagi 😂🪁,Positive,Negative,0.9819,True
I found a tiny snail after rain.,Positive,Neutral,0.9499,False
Snail ka speed dekh ke patience seekhna chahiye 😂🐌,Positive,Negative,0.7595,True
I saw a spider making a web.,Positive,Neutral,0.9826,False
I saw ants carrying a huge leaf.,Positive,Neutral,0.8952,False
Ants ne teamwork ka practical demo de diya 😂🐜,Positive,Neutral,0.6377,True
A bee landed on a flower beside me.,Positive,Neutral,0.7715,False
"Bee ne bas flower choose kiya, mujhe ignore kar diya 🐝",Neutral,Negative,0.9796,True
I heard crickets after sunset.,Positive,Neutral,0.5943,False
Crickets ka background music free mein mil raha tha 😂,Positive,Neutral,0.8942,True
The air smelled different after rain.,Positive,Neutral,0.9938,False
I missed the sunrise today.,Negative,Positive,0.9642,False
I sat outside without checking my phone.,Positive,Neutral,0.346,False
Twenty minutes phone ke bina survive kar liya 😂,Positive,Neutral,0.636,True
Aaj kaafi der tak bas hawa sun rahi thi.,Positive,Negative,0.9223,False
"Neeche traffic tha, upar pura peaceful scene 😂",Positive,Negative,0.9315,True
Fireworks start hue aur camera immediately nikal gaya 🎆,Positive,Neutral,0.8492,True
Itne short fireworks ke liye itna excitement 😂,Positive,Negative,0.5137,True
Someone released lanterns into the sky.,Positive,Neutral,0.9185,False
The road was completely empty at dawn.,Positive,Neutral,0.5558,False
Empty road dekh ke city pehchaan mein nahi aayi 😂,Positive,Negative,0.993,True
I saw fishermen returning early morning.,Neutral,Positive,0.774,False
Subah ke time waterfront ka vibe alag hota hai.,Positive,Neutral,0.9976,False
I saw boats lined up near the shore.,Positive,Neutral,0.9461,False
Waves bhi apparently overtime kar rahi thi 😂🌊,Positive,Negative,0.8693,True
Shells dekh ke pocket already beach museum ban gayi 😂🐚,Positive,Negative,0.6243,True
I found a piece of sea glass.,Positive,Neutral,0.9238,False
The lighthouse was visible from far away.,Positive,Neutral,0.9092,False
The beach was empty today.,Positive,Neutral,0.5256,False
"Empty beach mil gayi, universe ne reservation kar diya 😂🏖️",Positive,Negative,0.9173,True
"Random walk thi, ending mein pura documentary material mil gaya 😂",Positive,Negative,0.9386,True
Wallet ko ghar pe rest chahiye tha apparently 😂,Negative,Neutral,0.4901,True
UPI se payment ho gayi easily.,Positive,Neutral,0.8171,False
Cash carry karne ka era officially over 😂,Positive,Negative,0.8491,True
ATM mein line surprisingly chhoti thi.,Positive,Neutral,0.7591,False
ATM ne aaj mujhe VIP treatment de diya 😂,Positive,Negative,0.9943,True
"PIN yaad raha, brain ne aaj kaam kar diya 😂",Positive,Negative,0.9939,True
Update ke baad app mujhe hi unfamiliar lag rahi 😂,Negative,Positive,0.9938,True
Account statement download kar liya.,Positive,Neutral,0.9856,False
Aaj budget bana liya.,Positive,Neutral,0.8792,False
"Budget banaya hai, follow karna optional hai 😂",Positive,Negative,0.9961,True
Grocery ka bill expected se kam aaya.,Positive,Neutral,0.9908,False
"Grocery bill kam tha, miracle ka screenshot le liya 😂",Positive,Neutral,0.473,True
Refund aate hi account ne saans li 😂,Positive,Negative,0.9922,True
Subscription renew ho gaya automatically.,Negative,Neutral,0.7477,False
Ek unnecessary subscription cancel ki.,Positive,Negative,0.995,False
Wallet mein old receipts mil gaye.,Neutral,Negative,0.7052,False
Wallet khola aur archaeology start ho gayi 😂,Neutral,Negative,0.9963,True
Coin purse ka zip toot gaya.,Negative,Neutral,0.9978,False
Aaj bank mein kaam jaldi ho gaya.,Positive,Neutral,0.9892,False
Bank mein jaldi kaam? Aaj calendar check karna padega 😂,Positive,Neutral,0.563,True
