message,actual_sentiment,predicted_sentiment,sentiment_confidence,actual_sarcasm,predicted_sarcasm,sarcasm_confidence
Compost bin me kya ho raha hai dekh ke biology ka patience test ho jata hai 😂,Neutral,Negative,0.9915,True,False,0.9543
Vermicomposting me earthworms organic material break down karne me help karte hain.,Positive,Negative,0.9732,False,False,0.7119
Earthworms underground quietly kaafi important work kar rahe hote hain 🪱,Positive,Positive,0.9586,False,True,0.7754
Soil microbes nutrient cycling ke liye essential hote hain.,Positive,Neutral,0.9955,False,False,0.9911
Desertification agricultural land ke liye serious challenge hai.,Negative,Neutral,0.6142,False,True,0.6734
Windbreak trees soil erosion reduce karne me help kar sakte hain.,Positive,Neutral,0.9971,False,False,0.9754
Terracing slopes par water runoff manage karne ka traditional method hai.,Positive,Neutral,0.998,False,False,0.7706
Ancient farmers already understood terrain better than my map-reading skills 😂,Positive,Neutral,0.7262,True,True,0.9974
Drip irrigation water efficiency improve kar sakti hai.,Positive,Neutral,0.9949,False,False,0.9916
Precision agriculture sensors soil conditions monitor kar sakte hain.,Positive,Neutral,0.9963,False,False,0.8589
Farm drones crops ki aerial monitoring kar sakte hain 🚁🌾,Positive,Neutral,0.9608,False,True,0.74
Farmer ko drone se crop dekhna future ka farming simulator lagta hai 😂,Positive,Negative,0.579,True,False,0.8822
Automated irrigation systems water usage optimize kar sakte hain.,Positive,Neutral,0.9965,False,False,0.948
Nature ka night mode bhi premium version hai 😂🌌,Positive,Neutral,0.9841,True,True,0.6406
Alien life ke clues mil gaye toh internet probably 3 minutes me overload ho jayega 😂👽,Positive,Negative,0.642,True,True,0.7923
Astrobiology studies the possibility and conditions for life beyond Earth.,Positive,Neutral,0.9874,False,True,0.9914
Mars soil contains compounds that scientists continue to investigate.,Neutral,Neutral,0.9925,False,True,0.9969
Lunar missions have collected samples from the Moon's surface.,Positive,Neutral,0.9782,False,True,0.9956
Moon rocks ko laboratory me study karna actual space history ko touch karna hai 🌕,Positive,Neutral,0.9971,False,True,0.586
The Moon influences Earth's ocean tides.,Neutral,Neutral,0.9941,False,True,0.997
Lunar eclipses occur when Earth comes between the Sun and Moon.,Neutral,Neutral,0.9555,False,True,0.9905
Solar eclipses require very specific orbital alignment.,Neutral,Neutral,0.9437,False,True,0.994
Eclipse ke time phone camera ko bhi scientist samajh lena thoda optimistic hai 😂📱,Negative,Positive,0.8706,True,True,0.6383
Space debris is a growing concern for orbital operations.,Negative,Neutral,0.9679,False,True,0.9959
CubeSats allow smaller teams to conduct space experiments.,Positive,Neutral,0.9933,False,True,0.9742
Satellite ko chhota kar diya but mission ki responsibility ab bhi giant hai 😂,Neutral,Negative,0.9831,True,False,0.9768
Solar panels provide power to many spacecraft.,Positive,Neutral,0.8053,False,True,0.9969
Solar energy space missions ke liye important power source hai.,Positive,Neutral,0.9459,False,False,0.8708
Venus has an extremely dense atmosphere compared with Earth.,Neutral,Neutral,0.9525,False,True,0.9986
Venus ka weather forecast sunke umbrella ka confidence bhi toot jaye 😂🔥,Negative,Positive,0.9957,True,False,0.8861
Jupiter has a massive magnetic field.,Neutral,Neutral,0.8437,False,True,0.9979
Jupiter ke storms Earth ke comparison me ridiculously huge lagte hain 🪐,Positive,Negative,0.7363,True,True,0.8682
Saturn's rings are made primarily of ice and rocky particles.,Neutral,Neutral,0.9449,False,True,0.9934
Saturn ke rings dekh ke solar system ne decoration seriously liya lagta hai 😂,Positive,Negative,0.4103,True,True,0.5841
Uranus rotates with an unusual axial tilt.,Neutral,Neutral,0.988,False,True,0.998
Uranus ka rotation literally sideways personality jaisa hai 😭🪐,Neutral,Negative,0.9816,True,True,0.9691
Neptune experiences extremely fast winds.,Neutral,Neutral,0.6563,False,True,0.9903
Pluto was reclassified as a dwarf planet in 2006.,Neutral,Neutral,0.9856,False,True,0.9987
Pluto ko planet se hata diya but internet ne abhi tak move on nahi kiya 😂,Negative,Negative,0.8769,True,False,0.9671
Asteroids are studied to understand early solar system formation.,Positive,Neutral,0.986,False,True,0.9958
Asteroid mining remains a major topic in future space discussions.,Neutral,Neutral,0.9637,False,True,0.9948
Space mining ka idea sunke sci-fi movies suddenly less fictional lagti hain 🚀,Positive,Negative,0.9913,False,True,0.9229
Telescopes in different locations can cooperate on astronomical observations.,Positive,Neutral,0.9742,False,True,0.9746
Radio astronomy detects signals outside visible wavelengths.,Positive,Neutral,0.9724,False,True,0.9845
SETI researchers analyze signals for possible evidence of extraterrestrial intelligence.,Neutral,Neutral,0.9947,False,True,0.994
Agar aliens ka message aaya toh group chat me sabse pehle kaun reply karega 😂👽,Neutral,Neutral,0.7596,True,False,0.9175
Space suits protect astronauts from vacuum and extreme temperatures.,Positive,Neutral,0.8088,False,True,0.9728
Spacesuit ka helmet literally personal atmosphere carry karta hai.,Positive,Neutral,0.9366,False,True,0.9632
Astronauts train underwater to simulate some aspects of spacewalking.,Neutral,Neutral,0.9605,False,True,0.9891
Underwater training ko spacewalking practice bolna kaafi creative hai 😂🌊,Positive,Positive,0.9923,True,False,0.5555
Parabolic flights can create short periods of weightlessness.,Neutral,Negative,0.6741,False,True,0.971
Zero-gravity flight me stomach ko bhi surprise milta hoga 😂✈️,Negative,Positive,0.958,True,True,0.7127
Space agencies conduct extensive simulations before missions.,Neutral,Neutral,0.9525,False,True,0.9831
Rocket launches involve teams across engineering and science disciplines.,Positive,Neutral,0.9381,False,True,0.955
Launch countdown sunte hi sabki breathing synchronized ho jati hai 🚀😶,Neutral,Negative,0.8361,False,False,0.6549
Mission control centers monitor spacecraft systems continuously.,Neutral,Neutral,0.964,False,True,0.9702
Mission control ka room dekh ke lagta hai keyboard se universe chal raha hai 😂,Positive,Negative,0.6253,True,False,0.8029
Space communication often has unavoidable signal delays.,Neutral,Neutral,0.8683,False,True,0.9985
Mars ko message bhej ke instant reply expect karna thoda ambitious hai 😂📡,Neutral,Negative,0.6046,True,False,0.5734
Deep space missions can take years to reach their targets.,Neutral,Neutral,0.8955,False,True,0.9923
Voyager spacecraft continue traveling far beyond the outer planets.,Positive,Neutral,0.6799,False,True,0.9932
Voyager golden records carry sounds and images from Earth.,Positive,Positive,0.8331,False,True,0.9963
Earth ne aliens ko message bheja aur saath me playlist bhi de di 😂🌍,Positive,Negative,0.4556,True,True,0.6294
Astronaut photography has produced detailed images of Earth's landscapes.,Positive,Neutral,0.7004,False,True,0.9948
Space se Earth ka view borders ko completely irrelevant bana deta hai 🌍,Positive,Positive,0.6518,False,True,0.922
Auroras are produced by interactions between charged particles and Earth's atmosphere.,Positive,Neutral,0.9317,False,True,0.9951
Solar storms can disrupt satellite communications.,Negative,Neutral,0.8297,False,True,0.9939
Sun ka mood kharab hua toh technology ko bhi consequences milte hain 😂☀️,Negative,Negative,0.6377,True,False,0.9233
Astronauts experience changes in body fluid distribution in microgravity.,Neutral,Neutral,0.9912,False,True,0.983
Space me human body ko gravity ki aadat suddenly miss ho jati hai.,Neutral,Negative,0.9452,False,False,0.5289
Long-duration missions require careful psychological planning.,Neutral,Neutral,0.9142,False,True,0.8775
Months in space with the same people sounds like a very advanced patience experiment 😂,Negative,Positive,0.9812,True,True,0.999
Space agriculture research focuses on growing food in controlled environments.,Positive,Neutral,0.994,False,True,0.9808
Scientists study how radiation affects biological systems in space.,Neutral,Neutral,0.9919,False,True,0.9875
Robotic spacecraft can explore environments too dangerous for humans.,Positive,Neutral,0.969,False,True,0.9964
Robots on other planets are basically unpaid field researchers 🤖,Positive,Neutral,0.7676,True,True,0.998
Mars rovers use autonomous navigation to avoid obstacles.,Positive,Neutral,0.9724,False,True,0.9852
The Amazon rainforest plays an important role in global ecosystems.,Positive,Neutral,0.9365,False,True,0.9982
Rainforest canopy surveys use aircraft and satellites for large-scale mapping.,Neutral,Neutral,0.9948,False,True,0.986
Jungle me network na mile toh adventure officially start ho gaya 😂🌳,Neutral,Positive,0.9952,True,True,0.9338
Tropical forests contain many species that remain poorly studied.,Neutral,Neutral,0.9601,False,True,0.9939
New insect species are still being documented by researchers.,Positive,Neutral,0.9918,False,True,0.9944
Ek tiny insect ke liye bhi scientific naam decide karna padta hai 😂🐜,Neutral,Negative,0.9856,True,False,0.7317
Rainforest rivers transport nutrients and sediments across large distances.,Positive,Neutral,0.935,False,True,0.9604
River dolphins use echolocation to navigate muddy waters.,Positive,Neutral,0.9719,False,True,0.9856
Pink dolphins look like nature accidentally changed the color settings 🐬😂,Positive,Neutral,0.8844,True,True,0.998
Mangrove forests can reduce coastal erosion.,Positive,Neutral,0.9924,False,True,0.9639
Coral reefs support thousands of marine species.,Positive,Neutral,0.8003,False,True,0.9793
Coral bleaching can severely affect reef ecosystems.,Negative,Neutral,0.9706,False,True,0.9878
Great Barrier Reef research involves long-term monitoring.,Neutral,Neutral,0.994,False,True,0.9658
Underwater research stations sound peaceful until you remember the ocean is right outside 😂🌊,Negative,Positive,0.8789,True,True,0.9988
Submersibles allow scientists to reach deep ocean environments.,Positive,Neutral,0.9926,False,True,0.9974
Deep sea pressure increases dramatically with depth.,Neutral,Neutral,0.975,False,True,0.973
Deep ocean exploration basically means entering Earth's pressure cooker 😂,Negative,Neutral,0.9701,True,True,0.9984
Hydrothermal vents support ecosystems without sunlight.,Positive,Neutral,0.9901,False,True,0.9652
Giant tube worms live near some hydrothermal vents.,Neutral,Neutral,0.9962,False,True,0.9985
Deep-sea creatures often have specialized adaptations for darkness.,Positive,Neutral,0.9466,False,True,0.997
Anglerfish look like they were designed by someone who hates cute animals 😂🐟,Negative,Positive,0.8331,True,True,0.9967
Bioluminescence helps some marine animals attract prey or communicate.,Positive,Neutral,0.9857,False,True,0.9963
Jellyfish can create beautiful glowing patterns underwater ✨,Positive,Positive,0.9941,False,True,0.9971
Jellyfish don't have brains but still manage to survive oceans successfully.,Neutral,Neutral,0.9828,False,True,0.9985
Whales communicate using complex sounds across ocean distances.,Positive,Neutral,0.9345,False,True,0.9888
Whale songs can travel surprisingly far underwater.,Positive,Positive,0.6128,False,True,0.9989
Humpback whales change their songs over time.,Neutral,Neutral,0.8929,False,True,0.998
Dolphins use clicks and whistles for communication.,Neutral,Neutral,0.9756,False,True,0.9966
Dolphin groups can coordinate while hunting.,Positive,Neutral,0.9798,False,True,0.9591
Sea turtles return to specific beaches to lay eggs.,Positive,Neutral,0.9663,False,True,0.9933
Baby turtles navigate toward the ocean using environmental cues.,Positive,Neutral,0.975,False,True,0.9893
Tiny turtles finding the ocean on day one is more direction sense than most people have 😂🐢,Positive,Neutral,0.651,True,True,0.9989
Marine protected areas restrict certain activities to conserve ecosystems.,Positive,Neutral,0.9499,False,True,0.9765
Ocean cleanup projects target floating plastic waste.,Positive,Neutral,0.9895,False,True,0.9657
Plastic bottles have somehow become permanent residents of places they never booked 😂🌊,Negative,Positive,0.8935,True,True,0.9984
Microplastics have been detected in many marine environments.,Negative,Neutral,0.9871,False,True,0.9947
Scientists study how microplastics move through food webs.,Neutral,Neutral,0.9973,False,True,0.9895
Plastic pollution is one of the major challenges facing oceans.,Negative,Neutral,0.9725,False,True,0.997
Beach cleanup groups collect large amounts of litter from shorelines.,Positive,Neutral,0.9675,False,True,0.9779
Sea level measurements are collected using satellites and tide gauges.,Neutral,Neutral,0.9915,False,True,0.9802
Coastal cities use flood maps for resilience planning.,Positive,Neutral,0.9866,False,True,0.9677
Flood barriers can protect some low-lying urban areas.,Positive,Neutral,0.9868,False,True,0.9968
Venice has developed systems to reduce flooding impacts.,Positive,Neutral,0.9901,False,True,0.998
"Venice ka paani dekh ke tourist happy, engineers serious mode me hote hain 😂🇮🇹",Neutral,Positive,0.937,True,True,0.893
Floating architecture is being explored in some coastal regions.,Positive,Neutral,0.9785,False,True,0.9965
Floating houses sound futuristic but engineering already takes them seriously 🚤🏠,Positive,Neutral,0.5019,False,True,0.9978
Netherlands has extensive systems for managing water levels.,Positive,Neutral,0.9035,False,True,0.9931
Dikes protect large areas of low-lying land from flooding.,Positive,Neutral,0.9826,False,True,0.9707
Pumps are used to drain water from reclaimed land.,Neutral,Neutral,0.9814,False,True,0.9819
Reclaimed land has changed the geography of parts of the Netherlands.,Positive,Neutral,0.8682,False,True,0.997
The concept of building land where water used to be is genuinely impressive.,Positive,Positive,0.9972,False,True,0.9994
"Canals can serve transportation, drainage and water-management purposes.",Positive,Neutral,0.9811,False,True,0.9681
